CPE Status,Customer,Etherway,Etherflow Ref,Serial Number,Siebel Ref,CPEType,Address (County),Person,SFP Type LAN (Adva),Created,SFP Type WAN (Adva),date,CPEs,SFPs,ADVA825s,ADVA201s,ADVAXG210s,Ciscos,Huaweis,Nokias
Engineer Collected,ATAT,ATATETHW50902,ATATETHG50903,800009f0030080ead182d0,1-871267271,ADVA GE201,DUBLIN,M.Atkey,N/A - Adva Electrical Port,27/12/2018,Adva 10K Single Fibre SFP,29/01/2019,1,1,0,1,0,0,0,0
Engineer Collected,GLCR,GLCRETHW50908,GLCRETHG50909,800009f0030080ead18420,1-871316851,ADVA GE201,DUBLIN,M.Atkey,N/A - Adva Electrical Port,27/12/2018,Adva 10K Single Fibre SFP,13/02/2019,1,1,0,1,0,0,0,0
Cork Office,IRISH TELECOM,ITELETHW51017,ITELETHG51018,800009f0030080ead18020,1-871417291,ADVA GE201,CORK,M.Atkey,N/A - Adva Electrical Port,27/12/2018,Adva 10K Dual Fibre SFP,07/02/2019,1,1,0,1,0,0,0,0
Engineer Collected,Ulster Bank,NA,N/A,210235384410D9000358,1-863164079,ADVA GE201,CARLOW,P.Fox,N/A,28/12/2018,N/A,17/01/2019,1,1,0,1,0,0,0,0
Engineer Collected,Pure Telecom Limited,PUREETHW50925,PUREETHGIP50926,800009f0030080ead18520,1-871318231,ADVA GE201,DUBLIN,P.Fox,N/A - Adva Electrical Port,28/12/2018,Adva 10K Single Fibre SFP,06/02/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Vodafone,VODAETHW50559,VODAETHG50560,800009f0030080ead17f90,1-869780671,ADVA GE201,DUBLIN,P.Fox,N/A - Adva Electrical Port,31/12/2018,Adva 10K Single Fibre SFP,03/01/2019,1,1,0,1,0,0,0,0
Engineer Collected,SYNOPTIC COMMUNICATIONS,SYNOETHW50983,SYNOETHGIP50984,800009f0030080ead18b30,1-871429321,ADVA GE201,DUBLIN,D.Carty,N/A - Adva Electrical Port,31/12/2018,Adva 10K Single Fibre SFP,08/01/2019,1,1,0,1,0,0,0,0
Engineer Collected,GTT - EMEA LTD,GTTEETHW51134,GTTEETHG51135,800009f0030080ead1823,1-871728751,ADVA GE201,DUBLIN,P.Fox,Adva Dual Fibre SFP (10k),02/01/2019,Adva 10K Single Fibre SFP,23/01/2019,1,2,0,1,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW51093,CNCRETHGM51094,800009f0030080ead184d0,1-871673761,ADVA GE201,DUBLIN,P.Fox,N/A - Adva Electrical Port,02/01/2019,Adva 10K Dual Fibre SFP,29/01/2019,1,1,0,1,0,0,0,0
Engineer Collected,Host Ireland,HOSTETHW50897,HOSTETHG50898,800009f0030080ead18a80,1-871318371,ADVA GE201,DUBLIN,P.Fox,N/A - Adva Electrical Port,04/01/2019,Adva 10K Single Fibre SFP,08/04/2019,1,1,0,1,0,0,0,0
Ballymount Stores,PTSB,PTSBETHW51043,PTSBETHGIPCI51044,800009f0030080ead18300,1-871544611,ADVA GE201,DUBLIN,G.Moran,N/A - Adva Electrical Port,04/01/2019,Adva 10K Dual Fibre SFP,14/01/2019,1,1,0,1,0,0,0,0
Engineer Collected,The Institute of Chartered Accountants in Ireland,ICAIETHW49454,ICAIETHGG49455,800009f0030080ead18350,1-867304101,ADVA GE201,DUBLIN,P.Fox,N/A - Adva Electrical Port,07/01/2019,Adva 10K Dual Fibre SFP,18/01/2019,1,1,0,1,0,0,0,0
Engineer Collected,Irish Telecom,ITELETHW51114,ITELETHG51115,800009f0030080ead18890,1-871841181,ADVA GE201,DUBLIN,P.Fox,N/A - Adva Electrical Port,07/01/2019,Adva 10K Single Fibre SFP,28/01/2019,1,1,0,1,0,0,0,0
Engineer Collected,Worldcom,WOCMETHW51275,WOCMETHG51276,800009f0030080ead18580,1-872207051,ADVA GE201,DUBLIN,D.Carty,N/A - Adva Electrical Port,08/01/2019,Adva 10K Dual Fibre SFP,12/02/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Worldcom,WOCMETHW50226,WOCMETHG51276,800009f0030080eacc5610,1-872207051,ADVA XG210,DUBLIN,D.Carty,Adva 10G XFP 10km,08/01/2019,Adva 10G XFP 10km,14/01/2019,1,2,0,0,1,0,0,0
Engineer Collected,Equant,ORBSETHW49139,ORBSETHG49140,,1-865758881,ADVA 825,DUBLIN,N.Sexton,N/A - Adva Electrical Port,08/01/2019,Adva 10K Dual Fibre SFP,14/01/2019,1,1,1,0,0,0,0,0
Engineer Collected,Colt Telecom,COLTETHW51173,COLTETHG51174,800009f0030080ead17fe0,1-871872261,ADVA GE201,DUBLIN,P.Fox,Adva Dual Fibre SFP (10k),09/01/2019,Adva 10K Single Fibre SFP,07/03/2019,1,2,0,1,0,0,0,0
Engineer Collected,Bloomberg,BLOBETHG49775,BLOBETHW49774,800009f0030080ead18120,1-867665151,ADVA GE201,DUBLIN,D.Carty,N/A - Adva Electrical Port,09/01/2019,Adva 10K Single Fibre SFP,06/02/2019,1,1,0,1,0,0,0,0
Engineer Collected,World Com MCI,WOCMETHG51059,WOCMETHW51058,800009f0030080ead18a20,1-872270041,ADVA GE201,DUBLIN,P.Fox,N/A - Adva Electrical Port,14/01/2019,Adva 10K Dual Fibre SFP,28/02/2019,1,1,0,1,0,0,0,0
Courier Shipped to Site,TP0002  ESB Thurles - THREE ,NA,N/A,0000197f00004c5fd20d123c,1-852498081,NOKIA 7210 SAS-M,TIPPERARY,N.Sexton,N/A,15/01/2019,N/A,15/01/2019,1,1,0,0,0,0,0,1
Engineer Collected,Worldcom,WOCMETHW51264,WOCMETHG51265,800009f0030080ead18980,1-872348101,ADVA GE201,DUBLIN,D.Carty,N/A - Adva Electrical Port,15/01/2019,Adva 10K Dual Fibre SFP,10/05/2019,1,1,0,1,0,0,0,0
Engineer Collected,DU0860 Murphys Quarry - THREE,NA,N/A,,1-869779371,NOKIA 7210 SAS-MXP,DUBLIN,N.Sexton,N/A,16/01/2019,N/A,23/01/2019,1,1,0,0,0,0,0,1
Engineer Collected,OF0006 Castle Buildings - THREE,NA,N/A,0000197f00008cf773e7f51d,1-869672971,NOKIA 7210 SAS-MXP,OFFALY,N.Sexton,N/A,17/01/2019,N/A,22/01/2019,1,1,0,0,0,0,0,1
Ballymount Stores,Vodafone,VODAETHW50554,VODAETHG50558,,1-869779921,ADVA XG210,DUBLIN,P.Fox,Adva 10G XFP 10km,18/01/2019,Adva 10Gig XFP (10km),23/04/2019,1,2,0,0,1,0,0,0
Engineer Collected,Vodafone,VODAETHW50557,VODAETHG50558,800009f0030080ead17970,1-869779921,ADVA GE201,DUBLIN,P.Fox,N/A - Adva Electrical Port,18/01/2019,Adva 10K Single Fibre SFP,15/03/2019,1,1,0,1,0,0,0,0
Engineer Collected,Strencom,STRNETHW51227,STRNETHG51228,800009f0030080ead17400,1-871927701,ADVA GE201,DUBLIN,P.Fox,N/A - Adva Electrical Port,21/01/2019,Adva 10K Single Fibre SFP,12/03/2019,1,1,0,1,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHICG51074,CNCRETHW51073,800009f0030080ea947d20,1-871672261,ADVA GE201,DUBLIN,P.Fox,Adva Dual Fibre SFP (10k),22/01/2019,Adva 10K Single Fibre SFP,24/04/2019,1,2,0,1,0,0,0,0
Engineer Collected,Irish Telecomms,ITELETHW51293,ITELETHG51294,800009f0030080ead18730,1-872350621,ADVA GE201,DUBLIN,G.Moran,N/A - Adva Electrical Port,22/01/2019,Adva 10K Single Fibre SFP,06/02/2019,1,1,0,1,0,0,0,0
Engineer Collected,Permanent TSB,PTSBETHW50093,PTSBETHGIP51395,LBADVA71112201191,1-871818281,ADVA 825,DUBLIN,P.Fox,Adva Dual Fibre SFP (10k),22/01/2019,Adva 10K Dual Fibre SFP,14/02/2019,1,2,1,0,0,0,0,0
Engineer Collected,AT&T,ATATETHW51005,ATATETHG51006,800009f0030080ea94a1d0,1-872348621,ADVA GE201,DUBLIN,P.Fox,N/A - Adva Electrical Port,22/01/2019,Adva 10K Single Fibre SFP,08/03/2019,1,1,0,1,0,0,0,0
Engineer Collected,AT&T,ATATETHW51013,ATATETHG51014,800009f0030080ea94a630,1-872348401,ADVA GE201,DUBLIN,P.Fox,N/A - Adva Electrical Port,22/01/2019,Adva 10K Single Fibre SFP,08/03/2019,1,1,0,1,0,0,0,0
Ballymount Stores,T-SYSTEMS LIMITED,TSYSETHW51408,TSYSETHG51409,800009f0030080ead181b0,1-871691511,ADVA GE201,KERRY,D.Carty,N/A - Adva Electrical Port,23/01/2019,Adva 10K Dual Fibre SFP,24/01/2019,1,1,0,1,0,0,0,0
Ballymount Stores,AT&T,ATATETHW50364,ATATETHG50365,800009f0030080ead18950,1-869583541,ADVA GE201,DUBLIN,D.Carty,N/A - Adva Electrical Port,23/01/2019,Adva 10K Dual Fibre SFP,24/01/2019,1,1,0,1,0,0,0,0
Galway Office,GTT - EMEA LTD,GTTEETHW51410,GTTEETHG51411,800009f0030080ead185b0,1-872522791,ADVA GE201,GALWAY,J.O'Grady,N/A - Adva Electrical Port,24/01/2019,Adva 10K Dual Fibre SFP,03/04/2019,1,1,0,1,0,0,0,0
Ballymount Stores,World Com MCI,WOCMETHW51333,WOCMETHG51334,800009f0030080ead18920,1-872436611,ADVA GE201,DUBLIN,P.Fox,N/A - Adva Electrical Port,28/01/2019,Adva 10K Dual Fibre SFP,07/02/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Cable & Wireless,CWCMETHW51116,CWCMETHG51117,800009f0030080ead18370,1-872795271,ADVA GE201,DUBLIN,P.Fox,N/A - Adva Electrical Port,28/01/2019,Adva 10K Dual Fibre SFP,07/02/2019,1,1,0,1,0,0,0,0
Cork Office,PIVOTAL SOFTWARE INTERNATIONAL,PIVOETHW51317,PIVOETHGIP51318,800009f0030080ead18a60,1-872459081,ADVA GE201,CORK,P.Fox,N/A - Adva Electrical Port,28/01/2019,Adva 10K Single Fibre SFP,07/02/2019,1,1,0,1,0,0,0,0
Limerick Office,Equant,ORBSETHW50824,ORBSETHG50825,800009f0030080ead183e0,1-872436171,ADVA GE201,CLARE,P.Fox,N/A - Adva Electrical Port,29/01/2019,Adva 10K Dual Fibre SFP,01/04/2019,1,1,0,1,0,0,0,0
Engineer Collected,MCI WORLDCOM,WOCMETHW51412,WOCMETHG51413,800009f0030080ead186b0,1-872823311,ADVA GE201,DUBLIN,M.O'Driscoll,Adva Dual Fibre SFP (10k),29/01/2019,Adva 10K Dual Fibre SFP,12/02/2019,1,2,0,1,0,0,0,0
Galway Office,GTT - EMEA LTD,GTTEETHW51410,GTTEETHG51411,800009f0030080ead18320,1-872522791,ADVA GE201,GALWAY,P.Fox,N/A - Adva Electrical Port,29/01/2019,Adva 10K Dual Fibre SFP,03/04/2019,1,1,0,1,0,0,0,0
Engineer Collected,Colt Telecom,COLTETHW51425,COLTETHG51426,800009f0030080ea94a2e0,1-872796131,ADVA GE201,DUBLIN,P.Fox,N/A - Adva Electrical Port,30/01/2019,Adva 10K Dual Fibre SFP,19/03/2019,1,1,0,1,0,0,0,0
Engineer Collected,Irish Credit Bureau LTD,ICBLETHW50335,ICBLETHGIP50336,800009f0030080ea949900,1-869986751,ADVA GE201,DUBLIN,G.Moran,N/A - Adva Electrical Port,30/01/2019,Adva 10K Dual Fibre SFP,16/05/2019,1,1,0,1,0,0,0,0
Ballymount Stores,AT&T,ATATETHW51488,ATATETHG51489,800009f0030080ead18450,1-873002771,ADVA GE201,KILDARE,P.Fox,N/A - Adva Electrical Port,31/01/2019,Adva 10K Dual Fibre SFP,13/09/2019,1,1,0,1,0,0,0,0
Engineer Collected,O2,ESDGETHW51427,ESDGETHG51428,800009f0030080ead185e0,1-872819751,ADVA GE201,DUBLIN,P.Fox,N/A - Adva Electrical Port,31/01/2019,Adva 10K Dual Fibre SFP,07/03/2019,1,1,0,1,0,0,0,0
Engineer Collected,Deloitte & Touche,DELTETHW51262,DELTETHG51479,800009f0030080ead18280,1-871819071,ADVA GE201,DUBLIN,P.Fox,N/A - Adva Electrical Port,01/02/2019,Adva 10K Single Fibre SFP,02/04/2019,1,1,0,1,0,0,0,0
Engineer Collected,Deloitte & Touche,DELTETHW51256,DELTETHGIP51438,800009f0030080eacc5670,1-872796711,ADVA XG210,DUBLIN,P.Fox,Adva Multimode SFP (10k),04/02/2019,Adva 10G XFP 10km,04/03/2019,1,2,0,0,1,0,0,0
Galway Office,Worldcom,WOCMETHW51366,WOCMETHG51367,800009f0030080ead18ac0,1-872353031,ADVA GE201,GALWAY,D.Carty,Adva Dual Fibre SFP (10k),04/02/2019,Adva 10K Dual Fibre SFP,11/02/2019,1,2,0,1,0,0,0,0
Engineer Collected,Deloitte & Touche,DELTETHW51254,DELTETHG51432,800009f0030080ea8f01b8,1-872795891,ADVA XG210,DUBLIN,P.Fox,Adva 10G XFP 10km,04/02/2019,Adva 10G XFP 10km,22/02/2019,1,2,0,0,1,0,0,0
Engineer Collected,AT&T,ATATETHW50587,ATATETHG50588,800009f0030080ead18510,1-872810941,ADVA GE201,DUBLIN,G.Moran,N/A - Adva Electrical Port,04/02/2019,Adva 10K Single Fibre SFP,15/08/2019,1,1,0,1,0,0,0,0
Engineer Collected,Primark,PRMKETHG42021,PRMKETHW42020,800009f0030080ead180b0,1-843875231,ADVA GE201,DUBLIN,D.Carty,N/A - Adva Electrical Port,05/02/2019,Adva 10K Dual Fibre SFP,13/02/2019,1,1,0,1,0,0,0,0
Galway Office,Fintrax Group Holdings Limited,FINTETHW47609,FINTETHGIP47610,800009f0030080ead18090,1-861591501,ADVA GE201,GALWAY,P.Fox,N/A - Adva Electrical Port,06/02/2019,Adva 10K Dual Fibre SFP,08/05/2019,1,1,0,1,0,0,0,0
Cork Office,Global Crossing,GLCRETHW51177,GLCRETHG51178,800009f0030080ead180c0,1-873320571,ADVA GE201,CORK,D.Carty,N/A - Adva Electrical Port,06/02/2019,Adva 10K Dual Fibre SFP,01/04/2019,1,1,0,1,0,0,0,0
Galway Office,GTT - EMEA LTD,GTTEETHW51314,GTTEETHG51315,800009f0030080ead18100,1-873310281,ADVA GE201,GALWAY,D.Carty,N/A - Adva Electrical Port,06/02/2019,Adva 10K Dual Fibre SFP,02/04/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Cogent Communications IE,CGENETHW51105,CGENETHG51106,800009f0030080ead18330,1-873417171,ADVA GE201,DUBLIN,D.Carty,Adva Dual Fibre SFP (10k),06/02/2019,Adva 10K Dual Fibre SFP,14/06/2019,1,2,0,1,0,0,0,0
Ballymount Stores,Ulster bank,ULSTETHW50473,ULSTETHG50474,800009f0030080ead18470,1-870425211,ADVA GE201,DUBLIN,M.O'Driscoll,N/A - Adva Electrical Port,07/02/2019,Adva 10K Single Fibre SFP,14/02/2019,1,1,0,1,0,0,0,0
Engineer Collected,Pure Telecom,PUREETHW51538,PUREETHGIP51539,800009f0030080ead17f80,1-873463161,ADVA GE201,DUBLIN,D.Carty,N/A - Adva Electrical Port,07/02/2019,Adva 10K Dual Fibre SFP,14/03/2019,1,1,0,1,0,0,0,0
Engineer Collected,Concert-B-ends,CNCRETHW51535,CNCRETHGM51536,800009f0030080ead18820,1-873417821,ADVA GE201,DUBLIN,G.Moran,N/A - Adva Electrical Port,08/02/2019,Adva 10K Dual Fibre SFP,29/07/2019,1,1,0,1,0,0,0,0
Cork Office,World Com MCI,WOCMETHW51486,WOCMETHG51487,800009f0030080ead18430,1-873003501,ADVA GE201,CORK,P.Fox,N/A - Adva Electrical Port,08/02/2019,Adva 10K Dual Fibre SFP,19/02/2019,1,1,0,1,0,0,0,0
Engineer Collected,BT Ireland,DDOSETHW51406,DDOSETHGIP51407,800009f0030080ead185c0,1-873494241,ADVA GE201,DUBLIN,D.Carty,N/A - Adva Electrical Port,08/02/2019,Adva 10K Dual Fibre SFP,28/03/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Sprintlink,SPRNETHW51453,SPRNETHG51454,800009f0030080ead18130,1-873081341,ADVA GE201,DUBLIN,D.Carty,N/A - Adva Electrical Port,08/02/2019,Adva 10K Dual Fibre SFP,14/02/2019,1,1,0,1,0,0,0,0
Engineer Collected,GTT - EMEA LTD,GTTEETHG51363,GTTEETHW51362,800009f0030080ead18030,1-873310501,ADVA GE201,DUBLIN,D.Carty,N/A - Adva Electrical Port,11/02/2019,Adva 10K Dual Fibre SFP,08/07/2019,1,1,0,1,0,0,0,0
Engineer Collected,E Nasc (E Net),ENASETHW51446,ENASETHG51447,800009f0030080ead18b90,1-872986581,ADVA GE201,DUBLIN,D.Carty,Adva Dual Fibre SFP (10k),11/02/2019,Adva 40K Single Fibre SFP,02/09/2019,1,2,0,1,0,0,0,0
Engineer Collected,WM0031 Vodafone Multyfarnham  - THREE,NA,N/A,,1-869842141,ADVA GE201,WESTMEATH,N.Sexton,N/A,12/02/2019,N/A,14/02/2019,1,1,0,1,0,0,0,0
Engineer Collected,Three,DDOSETHW51404,DDOSETHGIP51405,800009f0030080ead18480,1-873494481,ADVA GE201,DUBLIN,G.Moran,N/A - Adva Electrical Port,15/02/2019,Adva 10K Single Fibre SFP,04/03/2019,1,1,0,1,0,0,0,0
Limerick Office,BOI,BOIDETHW44545,BOIDETHGIPCI44546,800009f0030080ead184f0,1-854037301,ADVA GE201,LIMERICK,S.Mernagh,N/A - Adva Electrical Port,18/02/2019,Adva 10K Dual Fibre SFP,01/04/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Bank of Ireland,BOIDETHW44880,BOIDETHGIPCI44881,800009f0030080ead18760,1-855060291,ADVA GE201,KILKENNY,G.Moran,N/A - Adva Electrical Port,18/02/2019,Adva 10K Dual Fibre SFP,26/02/2019,1,1,0,1,0,0,0,0
Engineer Collected,BT Ireland,DDOSETHW51402,DDOSETHGIP51403,800009f0030080ead18b80,1-873676328,ADVA GE201,DUBLIN,D.Carty,N/A - Adva Electrical Port,18/02/2019,Adva 10K Dual Fibre SFP,28/02/2019,1,1,0,1,0,0,0,0
Engineer Collected,Bank of Ireland,BOIDETHW44874,BOIDETHGIPCI44875,LBADVA71153004388,1-855035431,ADVA 825,TIPPERARY,P.Fox,N/A - Adva Electrical Port,20/02/2019,Adva 10K Dual Fibre SFP,21/03/2019,1,1,1,0,0,0,0,0
Engineer Collected,worldcom,WOCMETHW51419,WOCMETHG51420,800009f0030080ead189c0,1-873751161,ADVA GE201,LOUTH,G.Moran,N/A - Adva Electrical Port,20/02/2019,Adva 10K Dual Fibre SFP,05/03/2019,1,1,0,1,0,0,0,0
Engineer Collected,Host Ireland,HOSTETHW51421,HOSTETHG51422,LBADVA71153305224,1-873576551,ADVA 825,DUBLIN,D.Carty,N/A - Adva Electrical Port,20/02/2019,Adva 10K Dual Fibre SFP,27/05/2019,1,1,1,0,0,0,0,0
Ballymount Stores,Concert B-end,CNCRETHW51491,CNCRETHGM51492,LBADVA71132900869,1-873320351,ADVA 825,DUBLIN,D.Carty,N/A - Adva Electrical Port,20/02/2019,Adva 10K Dual Fibre SFP,26/02/2019,1,1,1,0,0,0,0,0
Engineer Collected,Colt Telecom,COLTETHW51594,COLTETHG51595,800009f0030080ead18490,1-873744741,ADVA GE201,DUBLIN,D.Carty,Adva Dual Fibre SFP (10k),21/02/2019,Adva 10K Single Fibre SFP,13/03/2019,1,2,0,1,0,0,0,0
Cork Office,MTS Media Ltd,MTSMETHW51658,MTSMETHG51659,800009f0030080ead18b40,1-874021741,ADVA GE201,DUBLIN,D.Carty,N/A - Adva Electrical Port,22/02/2019,Adva 10K Dual Fibre SFP,29/04/2019,1,1,0,1,0,0,0,0
Engineer Collected,Irish Telecom,ITELETHW51573,ITELETHG51574,800009f0030080ead18a40,1-873774371,ADVA GE201,DUBLIN,P.Fox,N/A - Adva Electrical Port,25/02/2019,Adva 10K Single Fibre SFP,19/03/2019,1,1,0,1,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW51737,CNCRETHGM51738,800009f0030080ead18a00,1-874161521,ADVA GE201,DUBLIN,P.Fox,N/A - Adva Electrical Port,25/02/2019,Adva 10K Dual Fibre SFP,03/04/2019,1,1,0,1,0,0,0,0
Engineer Collected,Worldcom,WOCMETHW51718,WOCMETHG51719,800009f0030080ead18440,1-873975821,ADVA GE201,KILDARE,D.Carty,Adva Dual Fibre SFP (10k),25/02/2019,Adva 10K Dual Fibre SFP,21/03/2019,1,2,0,1,0,0,0,0
Engineer Collected,Cogent Communications IE,CGENETHW51713,CGENETHG51714,800009f0030080ead18bf0,1-873888701,ADVA GE201,DUBLIN,D.Carty,N/A - Adva Electrical Port,25/02/2019,Adva 10K Dual Fibre SFP,24/06/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Airtricity,AIRTETHW51155,AIRTETHGM51156,800009f0030080ea946840,1-872995809,ADVA GE201,WEXFORD,G.Moran,N/A - Adva Electrical Port,25/02/2019,Adva 10K Dual Fibre SFP,26/02/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Bank Of Ireland,BOIDETHW44793,TBA,LBADVA71122800516,1-854687881,ADVA 825,DUBLIN,D.Lawless,N/A - Adva Electrical Port,25/02/2019,Adva 10K Dual Fibre SFP,02/09/2019,1,1,1,0,0,0,0,0
Engineer Collected,AJISKO LIMITED,AJISETHW51660,AJISETHG51661,800009f0030080ead18970,1-873888471,ADVA GE201,MAYO,D.Carty,N/A - Adva Electrical Port,26/02/2019,Adva 10K Dual Fibre SFP,25/03/2019,1,1,0,1,0,0,0,0
Cork Office,BOI,BOIDETHW44414,BOIDETHGIPCI44544,800009f0030080ead188a0,1-854104991,ADVA GE201,CORK,S.Mernagh,N/A - Adva Electrical Port,26/02/2019,Adva 10K Dual Fibre SFP,01/04/2019,1,1,0,1,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW51548,CNCRETHICG51549,800009f0030080ead187b0,1-873576911,ADVA GE201,DUBLIN,D.Carty,N/A - Adva Electrical Port,27/02/2019,Adva 10K Dual Fibre SFP,20/03/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Irish life & Permanent,IRLPETHW51544,IRLPETHG51593,800009f0030080ead188f0,1-873975501,ADVA GE201,FERMANAGH,G.Moran,N/A - Adva Electrical Port,27/02/2019,Adva 10K Dual Fibre SFP,13/03/2019,1,1,0,1,0,0,0,0
Engineer Collected,Irish life & Permanent,IRLPETHW51543,IRLPETHG51593,800009f0030080ead18830,1-873975501,ADVA GE201,DUBLIN,G.Moran,N/A - Adva Electrical Port,27/02/2019,Adva RJ45 SFP,08/07/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Irish Broadband Internet Services Limited,IBISETHW51371,IBISETHG51373,800009f0030080eacc58c8,1-873462781,ADVA XG210,DUBLIN,P.Fox,Adva 10G XFP 10km,01/03/2019,Adva 10G XFP 10km,13/03/2019,1,2,0,0,1,0,0,0
Cork Office,Irish Broadband Internet Services Limited,IBISETHW51372,IBISETHG51373,800009f0030080ea8ee748,1-873462781,ADVA XG210,LIMERICK,P.Fox,Adva 10G XFP 10km,01/03/2019,Adva 10G XFP 10km,01/04/2019,1,2,0,0,1,0,0,0
Engineer Collected,Irish Broadband Internet Services Limited,IBISETHW51375,IBISETHG51376,800009f0030080eacc5658,1-872823831,ADVA XG210,WESTMEATH,D.Carty,Adva 10G XFP 10km,01/03/2019,Adva 10G XFP 10km,24/06/2019,1,2,0,0,1,0,0,0
Engineer Collected,Irish Broadband Internet Services Limited,IBISETHW51374,IBISETHG51376,800009f0030080ea840208,1-872823831,ADVA XG210,DUBLIN,D.Carty,Adva 10G XFP 10km,01/03/2019,Adva 10G XFP 10km,21/06/2019,1,2,0,0,1,0,0,0
Engineer Collected,Global Crossing,GLCRETHW51735,GLCRETHG51736,800009f0030080ead18990,1-874076561,ADVA GE201,DUBLIN,D.Carty,N/A - Adva Electrical Port,01/03/2019,Adva 10K Single Fibre SFP,12/03/2019,1,1,0,1,0,0,0,0
Engineer Collected,SPRINTLINK IRELAND LTD,SPRNETHW51873,SPRNETHG51874,800009f0030080ead188c0,1-874294741,ADVA GE201,DUBLIN,P.Fox,N/A - Adva Electrical Port,04/03/2019,Adva 10K Dual Fibre SFP,08/03/2019,1,1,0,1,0,0,0,0
Engineer Collected,Colt Telecom,COLTETHW51639,COLTETHG51640,LBADVA71150305958,1-874171871,ADVA 825,DUBLIN,D.Carty,N/A - Adva Electrical Port,04/03/2019,Adva 10K Single Fibre SFP,14/03/2019,1,1,1,0,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW51596,CNCRETHICG51597,800009f0030080ead188e0,1-874021511,ADVA GE201,DUBLIN,P.Fox,Adva Dual Fibre SFP (10k),04/03/2019,Adva 10K Dual Fibre SFP,25/03/2019,1,2,0,1,0,0,0,0
Galway Office,Host Ireland,HOSTETHW51423,HOSTETHG51424,800009f0030080ead18b20,1-874355171,ADVA GE201,GALWAY,P.Fox,N/A - Adva Electrical Port,05/03/2019,Adva 10K Dual Fibre SFP,03/04/2019,1,1,0,1,0,0,0,0
Engineer Collected,Bentley,BENTETHW51037,BENTETHGIP51038,800009f0030080ead17c40,1-874020501,ADVA GE201,DUBLIN,D.Carty,N/A - Adva Electrical Port,05/03/2019,Adva 10K Single Fibre SFP,01/05/2019,1,1,0,1,0,0,0,0
Cork Office,Concert B Ends,CNCRETHW51787,CNCRETHICG51788,800009f0030080ead189a0,1-874294971,ADVA GE201,CORK,P.Fox,N/A - Adva Electrical Port,06/03/2019,Adva 10K Dual Fibre SFP,01/04/2019,1,1,0,1,0,0,0,0
Engineer Collected,World Com MCI,WOCMETHW51841,WOCMETHG51842,800009f0030080ead18be0,1-874591751,ADVA GE201,DUBLIN,P.Fox,Adva Dual Fibre SFP (10k),07/03/2019,Adva 10K Dual Fibre SFP,19/04/2019,1,2,0,1,0,0,0,0
Ballymount Stores,Airtricity,AIRTETHW51221  ,AIRTETHG51222 ,800009f0030080ead18360,1-874021081,ADVA GE201,KERRY,M.Atkey,N/A - Adva Electrical Port,07/03/2019,Adva 10K Dual Fibre SFP,13/03/2019,1,1,0,1,0,0,0,0
Engineer Collected,Concert B-end,CNCRETHW51839,CNCRETHGM51840,800009f0030080ead18850,1-874356001,ADVA GE201,DUBLIN,D.Carty,N/A - Adva Electrical Port,07/03/2019,Adva 10K Dual Fibre SFP,10/04/2019,1,1,0,1,0,0,0,0
Engineer Collected,KD0177 Ballintore - THREE,NA,N/A,,1-867415511,NOKIA 7210 SAS-M,KILDARE,N.Sexton,N/A,07/03/2019,N/A,28/03/2019,1,1,0,0,0,0,0,1
Courier Shipped to Site,CE0153 Ennistymon - THREE,NA,N/A,,1-867952811,NOKIA 7210 SAS-M,CLARE,N.Sexton,N/A,07/03/2019,N/A,28/03/2019,1,1,0,0,0,0,0,1
Engineer Collected,Pfizer Shared Services,PFIZETHW49841,PFIZETHICG49842,800009f0030080ead18880,1-874355471,ADVA GE201,KILDARE,D.Carty,N/A - Adva Electrical Port,07/03/2019,Adva 40K Single Fibre SFP,22/03/2019,1,1,0,1,0,0,0,0
Courier Shipped to Site,T-SYSTEMS LIMITED,TSYSETHW51893,TSYSETHG51894,800009f0030080ead18a70,1-874443881,ADVA GE201,KERRY,D.Carty,N/A - Adva Electrical Port,08/03/2019,Adva 10K Dual Fibre SFP,20/06/2019,1,1,0,1,0,0,0,0
Cork Office,Concert B Ends,CNCRETHW51675,CNCRETHGM51676,800009f0030080ead18a50,1-874042621,ADVA GE201,CORK,P.Fox,N/A - Adva Electrical Port,08/03/2019,Adva 10K Single Fibre SFP,01/04/2019,1,1,0,1,0,0,0,0
